model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_GLD,17,33,0.00661413014474381,0.007729741699907173,-0.09281254085424595,0.5757575757575758,0.5757575757575758,0.18528689806320242,0.28308823529411764
rf,y_GLD,18,34,0.00944454274086834,0.014706687866242081,-0.0015288425198187738,0.5,0.5,0.065004476535607,0.018792971734148203
rf,y_GLD,19,35,0.010505829647093134,0.015409328177492732,-0.02342088423098576,0.45714285714285713,0.45714285714285713,0.00015124577456446922,-0.040336134453781515
rf,y_GLD,20,34,0.009495408176896153,0.014923048464259812,-0.023845647464310726,0.5588235294117647,0.5588235294117647,0.01248777256039096,0.00015278838808250572
rf,y_GLD,21,29,0.006376539273295292,0.008133974102789926,-0.18097509843239212,0.4482758620689655,0.4482758620689655,-0.18758251644766316,-0.32857142857142846
rf,y_GLD,22,27,0.006321124188497691,0.007588476795308222,-0.23368413502517793,0.4444444444444444,0.4444444444444444,-0.23672481265508125,-0.26068376068376065
rf,y_GLD,23,29,0.016825392982444683,0.0275153917712686,-0.02589862860938763,0.5862068965517241,0.5862068965517241,-0.1289006782727512,-0.13251231527093593
rf,y_GLD,24,33,0.018572493102127784,0.027800711550597396,-0.020660944858585495,0.5757575757575758,0.5757575757575758,-0.10028340489818988,0.02005347593582888
rf,y_BTC-USD,0,60,0.022316058565871544,0.03042356917583886,-0.06051208427599697,0.5,0.5,-0.06695859604962148,-0.040677966101694926
rf,y_BTC-USD,1,60,0.01515496571523075,0.01969602287305401,0.027399065133369205,0.5666666666666667,0.5666666666666667,0.1962117651525794,0.12597943873298142
rf,y_BTC-USD,2,60,0.01867139771686246,0.026453388999536986,-0.058959111601633474,0.5166666666666667,0.5166666666666667,0.06867608315305,0.034176160044456796
rf,y_BTC-USD,3,60,0.017575478908004885,0.02536521409454077,-0.0021657941963753036,0.6333333333333333,0.6333333333333333,0.22765156123561753,0.3067518755209781
rf,y_BTC-USD,4,60,0.019868025998251247,0.027511379106124438,0.030862381311654197,0.5333333333333333,0.5333333333333333,0.24044227054101067,0.24295637677132545
rf,y_BTC-USD,5,60,0.018269214687961947,0.02310072670066171,-0.027252545896752967,0.55,0.55,0.11984750549260682,0.06462906362878579
rf,y_BTC-USD,6,60,0.017559540051395782,0.022639815771953092,0.01687499726327557,0.45,0.45,0.18750254936957067,0.07879966657404837
rf,y_BTC-USD,7,60,0.01721208015375272,0.02235790376749811,-0.07403595264776719,0.5,0.5,0.039070831050126195,0.05545984995832177
rf,y_BTC-USD,8,60,0.020508515546136745,0.02711364536024381,-0.017938064402321485,0.4666666666666667,0.4666666666666667,0.09163235178302516,-0.004112253403723257
rf,y_BTC-USD,9,60,0.023613074642885878,0.03137839033715659,-0.05119551966837088,0.48333333333333334,0.48333333333333334,0.01836572961426264,-0.0711308696860239
rf,y_BTC-USD,10,60,0.02294575709242749,0.03053052608890465,-0.03742854160041431,0.36666666666666664,0.36666666666666664,-0.00032632824149743373,-0.19360933592664634
rf,y_BTC-USD,11,60,0.018465758665520877,0.025948649842461716,-0.1382583274928615,0.45,0.45,-0.10856607303306874,-0.15332036676854688
rf,y_BTC-USD,12,60,0.014615728004525113,0.019835040668933865,-0.14106304604913245,0.3333333333333333,0.3333333333333333,0.008030742827490169,-0.14248402333981663
rf,y_BTC-USD,13,60,0.014901238165492393,0.01917646715620561,-0.22214496913972992,0.4666666666666667,0.4666666666666667,0.07056643038870784,-0.051569880522367335
rf,y_BTC-USD,14,60,0.014082137767161305,0.01755529309782346,-0.42815976221729946,0.45,0.45,0.03661503052862065,-0.059961100305640475
rf,y_BTC-USD,15,60,0.014722164794466051,0.01845839327786759,-0.37592250489243506,0.43333333333333335,0.43333333333333335,-0.07300983902622141,-0.170602945262573
rf,y_BTC-USD,16,60,0.012362432309411916,0.01596324918357568,-0.20234828562181795,0.5,0.5,-0.020483534710900593,-0.015726590719644346
